MINISTERIO DE DEFENSA NACIONAL,,,,,,,,,,,,,
POLICÍA NACIONAL,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL,,,,,,,,,,,,,
SECUESTRO,,,,,,,,,,,,,
PERÍODO  DEL 01 DE ENERO AL 31 DE DICIEMBRE AÑOS 2010-2016,,,,,,,,,,,,,
DIVIPOLA,DEPARTAMENTO POLÍTICO,MUNICIPIO_HECHO,MES,GENERO,EDAD,CLASE_EMPLEADO,2010,2011,2012,2013,2014,2015,2016
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ene,MASCULINO,18,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ene,MASCULINO,23,PENSIONADO,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ene,MASCULINO,32,COMERCIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ene,MASCULINO,40,COMERCIANTE,0,1,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ene,MASCULINO,42,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ene,MASCULINO,44,COMERCIANTE,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ene,MASCULINO,54,COMERCIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ene,MASCULINO,59,COMERCIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ene,MASCULINO,66,COMERCIANTE,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,FEMENINO,12,ESTUDIANTE,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,FEMENINO,20,ESTUDIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,FEMENINO,25,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,FEMENINO,29,ESTUDIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,FEMENINO,31,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,FEMENINO,50,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,FEMENINO,-,COMERCIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,MASCULINO,22,EMPLEADO POLICIAL,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,MASCULINO,29,CANDIDATOS,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,MASCULINO,33,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,MASCULINO,35,COMERCIANTE,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,MASCULINO,35,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,MASCULINO,37,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,MASCULINO,38,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,MASCULINO,40,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,MASCULINO,41,COMERCIANTE,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,MASCULINO,44,COMERCIANTE,0,1,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,MASCULINO,50,COMERCIANTE,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),feb,MASCULINO,-,COMERCIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,FEMENINO,29,COMERCIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,FEMENINO,42,AMA DE CASA,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,FEMENINO,42,COMERCIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,FEMENINO,46,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,7,ESTUDIANTE,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,11,ESTUDIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,16,ESTUDIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,21,ESTUDIANTE,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,27,COMERCIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,29,COMERCIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,33,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,37,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,38,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,39,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,41,COMERCIANTE,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,43,PENSIONADO,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,49,COMERCIANTE,0,1,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,51,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,57,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),mar,MASCULINO,68,PENSIONADO,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,FEMENINO,24,EDUCADOR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,FEMENINO,50,COMERCIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,FEMENINO,50,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,FEMENINO,53,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,FEMENINO,-,COMERCIANTE,0,0,2,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,MASCULINO,4,NO REPORTA,1,0,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,MASCULINO,26,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,MASCULINO,27,COMERCIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,MASCULINO,29,EDUCADOR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,MASCULINO,36,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,MASCULINO,38,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,MASCULINO,40,COMERCIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,MASCULINO,53,COMERCIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,MASCULINO,64,PENSIONADO,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,MASCULINO,82,COMERCIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,MASCULINO,83,COMERCIANTE,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),abr,MASCULINO,-,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,FEMENINO,1,DESEMPLEADO,0,1,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,FEMENINO,16,ESTUDIANTE,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,FEMENINO,17,ESTUDIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,FEMENINO,19,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,FEMENINO,23,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,FEMENINO,24,ESTUDIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,FEMENINO,26,EMPLEADO POLICIAL,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,FEMENINO,31,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,MASCULINO,14,ESTUDIANTE,1,0,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,MASCULINO,18,DESEMPLEADO,0,0,0,0,2,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,MASCULINO,23,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,MASCULINO,26,NO REPORTA,1,0,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,MASCULINO,31,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,MASCULINO,34,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,MASCULINO,35,COMERCIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,MASCULINO,35,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,MASCULINO,41,COMERCIANTE,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,MASCULINO,45,EMPLEADO POLICIAL,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,MASCULINO,55,COMERCIANTE,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,MASCULINO,58,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),may,MASCULINO,-,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,FEMENINO,1,NO REPORTA,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,FEMENINO,13,NO REPORTA,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,FEMENINO,20,ESTUDIANTE,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,FEMENINO,21,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,FEMENINO,26,COMERCIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,FEMENINO,34,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,FEMENINO,-,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,MASCULINO,16,NO REPORTA,1,0,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,MASCULINO,18,ESTUDIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,MASCULINO,23,NO REPORTA,1,0,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,MASCULINO,32,COMERCIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,MASCULINO,32,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,MASCULINO,32,ESTUDIANTE,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,MASCULINO,36,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,MASCULINO,56,DESEMPLEADO,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jun,MASCULINO,-,COMERCIANTE,0,0,1,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jul,FEMENINO,16,ESTUDIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jul,FEMENINO,17,ESTUDIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jul,FEMENINO,40,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jul,MASCULINO,2,ESTUDIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jul,MASCULINO,8,ESTUDIANTE,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jul,MASCULINO,20,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jul,MASCULINO,24,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jul,MASCULINO,31,INDEPENDIENTE,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jul,MASCULINO,33,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jul,MASCULINO,34,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jul,MASCULINO,40,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jul,MASCULINO,42,EMPLEADO PARTICULAR,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jul,MASCULINO,55,COMERCIANTE,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),jul,MASCULINO,-,COMERCIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,FEMENINO,1,ESTUDIANTE,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,FEMENINO,16,ESTUDIANTE,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,FEMENINO,22,AMA DE CASA,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,FEMENINO,26,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,FEMENINO,35,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,FEMENINO,51,EMPLEADO PUBLICO,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,MASCULINO,17,ESTUDIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,MASCULINO,20,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,MASCULINO,24,COMERCIANTE,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,MASCULINO,29,COMERCIANTE,0,0,0,0,2,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,MASCULINO,29,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,MASCULINO,30,COMERCIANTE,1,0,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,MASCULINO,30,EMPLEADO PARTICULAR,0,0,2,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,MASCULINO,32,EMPLEADO PARTICULAR,0,1,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,MASCULINO,37,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),ago,MASCULINO,49,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),sep,FEMENINO,7,ESTUDIANTE,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),sep,FEMENINO,19,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),sep,FEMENINO,20,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),sep,FEMENINO,22,ESTUDIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),sep,FEMENINO,31,EMPLEADO PARTICULAR,1,0,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),sep,FEMENINO,32,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),sep,MASCULINO,19,ESTUDIANTE,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),sep,MASCULINO,23,EMPLEADO PARTICULAR,1,0,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),sep,MASCULINO,23,ESTUDIANTE,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),sep,MASCULINO,34,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),sep,MASCULINO,52,COMERCIANTE,1,0,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),sep,MASCULINO,-,CANDIDATOS,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),sep,MASCULINO,-,COMERCIANTE,1,0,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),oct,FEMENINO,19,ESTUDIANTE,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),oct,FEMENINO,25,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),oct,FEMENINO,29,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),oct,FEMENINO,49,ESTUDIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),oct,MASCULINO,34,COMERCIANTE,0,0,0,0,1,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),oct,MASCULINO,38,COMERCIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),oct,MASCULINO,48,COMERCIANTE,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),oct,MASCULINO,50,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),oct,MASCULINO,52,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),nov,FEMENINO,7,ESTUDIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),nov,FEMENINO,13,ESTUDIANTE,0,1,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),nov,FEMENINO,23,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),nov,FEMENINO,53,AMA DE CASA,1,0,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),nov,FEMENINO,54,AMA DE CASA,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),nov,FEMENINO,-,ESTUDIANTE,0,1,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),nov,MASCULINO,23,COMERCIANTE,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),nov,MASCULINO,25,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),nov,MASCULINO,55,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),nov,MASCULINO,61,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),dic,FEMENINO,23,DESEMPLEADO,0,0,0,0,0,0,1
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),dic,FEMENINO,23,NO REPORTA,1,0,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),dic,MASCULINO,42,COMERCIANTE,0,0,0,1,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),dic,MASCULINO,45,EMPLEADO PARTICULAR,1,0,0,0,0,0,0
11001,CUNDINAMARCA,BOGOTÁ D.C. (CT),dic,MASCULINO,54,COMERCIANTE,0,0,0,0,0,0,1
13001,BOLÍVAR,CARTAGENA (CT),ene,MASCULINO,57,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
13001,BOLÍVAR,CARTAGENA (CT),jun,MASCULINO,1,ESTUDIANTE,0,0,0,1,0,0,0
13001,BOLÍVAR,CARTAGENA (CT),jul,FEMENINO,0,NO REPORTA,0,1,0,0,0,0,0
13001,BOLÍVAR,CARTAGENA (CT),ago,FEMENINO,7,ESTUDIANTE,0,1,0,0,0,0,0
13001,BOLÍVAR,CARTAGENA (CT),sep,MASCULINO,43,SECTOR FINANCIERO,0,0,0,0,0,1,0
13001,BOLÍVAR,CARTAGENA (CT),nov,MASCULINO,50,EMPLEADO PARTICULAR,0,0,0,0,0,0,1
13160,BOLÍVAR,CANTAGALLO,ago,MASCULINO,29,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
13433,BOLÍVAR,MAHATES,feb,MASCULINO,43,AGRICULTOR,0,0,1,0,0,0,0
13433,BOLÍVAR,MAHATES,feb,MASCULINO,45,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
13433,BOLÍVAR,MAHATES,feb,MASCULINO,73,GANADERO,0,0,1,0,0,0,0
13458,BOLÍVAR,MONTECRISTO,feb,MASCULINO,67,AGRICULTOR,1,0,0,0,0,0,0
13490,BOLÍVAR,NOROSÍ,ene,MASCULINO,51,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
13490,BOLÍVAR,NOROSÍ,ene,MASCULINO,-,EMPLEADO PARTICULAR,0,0,0,5,0,0,0
13600,BOLÍVAR,RÍO VIEJO,nov,MASCULINO,44,AGRICULTOR,0,0,0,0,1,0,0
13744,BOLÍVAR,SIMITÍ,nov,MASCULINO,33,EMPLEADO PARTICULAR,0,0,0,0,0,1,0
13810,BOLÍVAR,TIQUISIO,mar,MASCULINO,30,EMPLEADO POLICIAL,0,0,0,0,0,0,1
13836,BOLÍVAR,TURBACO,nov,FEMENINO,23,NO REPORTA,0,0,0,0,1,0,0
15001,BOYACÁ,TUNJA (CT),ene,MASCULINO,59,COMERCIANTE,0,0,0,0,0,1,0
15001,BOYACÁ,TUNJA (CT),mar,FEMENINO,20,ESTUDIANTE,0,0,0,0,1,0,0
15001,BOYACÁ,TUNJA (CT),jun,MASCULINO,22,ESTUDIANTE,0,0,0,1,0,0,0
15001,BOYACÁ,TUNJA (CT),oct,MASCULINO,11,ESTUDIANTE,0,0,1,0,0,0,0
15104,BOYACÁ,BOYACÁ,ene,MASCULINO,37,EMPLEADO PARTICULAR,0,0,0,1,0,0,0
15104,BOYACÁ,BOYACÁ,ago,FEMENINO,24,ESTUDIANTE,0,0,0,1,0,0,0
15104,BOYACÁ,BOYACÁ,ago,FEMENINO,48,AMA DE CASA,0,0,0,1,0,0,0
15104,BOYACÁ,BOYACÁ,ago,MASCULINO,20,ESTUDIANTE,0,0,0,1,0,0,0
15104,BOYACÁ,BOYACÁ,ago,MASCULINO,26,ESTUDIANTE,0,0,0,1,0,0,0
15104,BOYACÁ,BOYACÁ,ago,MASCULINO,30,ESTUDIANTE,0,0,0,1,0,0,0
15109,BOYACÁ,BUENAVISTA,jun,MASCULINO,70,AGRICULTOR,1,0,0,0,0,0,0
15131,BOYACÁ,CALDAS,ene,MASCULINO,62,AGRICULTOR,0,0,1,0,0,0,0
15162,BOYACÁ,CERINZA,jul,MASCULINO,40,COMERCIANTE,1,0,0,0,0,0,0
15176,BOYACÁ,CHIQUINQUIRÁ,feb,FEMENINO,39,AMA DE CASA,0,0,0,1,0,0,0
15176,BOYACÁ,CHIQUINQUIRÁ,mar,FEMENINO,42,AMA DE CASA,0,0,1,0,0,0,0
15176,BOYACÁ,CHIQUINQUIRÁ,mar,MASCULINO,19,EMPLEADO PARTICULAR,0,0,2,0,0,0,0
15176,BOYACÁ,CHIQUINQUIRÁ,mar,MASCULINO,21,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
15176,BOYACÁ,CHIQUINQUIRÁ,mar,MASCULINO,23,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
15176,BOYACÁ,CHIQUINQUIRÁ,mar,MASCULINO,42,EMPLEADO PARTICULAR,0,0,1,0,0,0,0
15176,BOYACÁ,CHIQUINQUIRÁ,abr,MASCULINO,15,ESTUDIANTE,0,0,0,1,0,0,0
15176,BOYACÁ,CHIQUINQUIRÁ,may,MASCULINO,11,ESTUDIANTE,0,0,1,0,0,0,0
